,DATE,TMAX,TMIN,PRCP,AWND,TAVG,DISCOVERY_TIME,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,MONTH,DAY_OF_WEEK,IS_WILDFIRE
0,1998-04-01,13.3,3.9,3.8,2.5,8.9,,,25.10436152954805,,4,Wednesday,False
1,1998-04-02,16.7,5.6,0.0,1.2,11.1,,,25.10436152954805,,4,Thursday,False
2,1998-04-03,17.2,5.0,2.0,2.1,11.1,,,25.10436152954805,,4,Friday,False
3,1998-04-04,14.4,2.8,0.0,1.3,8.9,,,25.10436152954805,,4,Saturday,False
4,1998-04-05,18.3,5.6,0.0,2.1,12.2,1.0,Railroad,0.1,A,4,Sunday,True
5,1998-04-06,17.8,7.2,0.3,3.0,12.8,,,25.10436152954805,,4,Monday,False
6,1998-04-07,18.3,9.4,0.0,2.4,13.9,,,25.10436152954805,,4,Tuesday,False
7,1998-04-08,20.0,4.4,0.0,2.1,12.2,,,25.10436152954805,,4,Wednesday,False
8,1998-04-09,22.8,5.6,0.0,1.6,14.4,,Miscellaneous,0.1,A,4,Thursday,True
9,1998-04-10,23.3,6.1,0.0,1.7,15.0,,,25.10436152954805,,4,Friday,False
10,1998-04-11,17.8,6.7,4.1,2.3,12.2,,,25.10436152954805,,4,Saturday,False
11,1998-04-12,18.3,7.2,0.0,2.7,12.8,,,25.10436152954805,,4,Sunday,False
12,1998-04-13,15.0,4.4,0.5,2.0,10.0,,,25.10436152954805,,4,Monday,False
13,1998-04-14,17.2,6.1,1.3,3.0,11.7,,,25.10436152954805,,4,Tuesday,False
14,1998-04-15,17.8,4.4,0.0,2.6,11.1,,,25.10436152954805,,4,Wednesday,False
15,1998-04-16,20.6,2.8,0.0,2.1,11.7,,,25.10436152954805,,4,Thursday,False
16,1998-04-17,25.0,3.3,0.0,2.4,14.4,1723.0,Miscellaneous,0.1,A,4,Friday,True
17,1998-04-18,27.8,5.6,0.0,2.1,16.7,1638.0,Equipment Use,0.1,A,4,Saturday,True
18,1998-04-19,28.9,7.2,0.0,1.7,18.3,,,25.10436152954805,,4,Sunday,False
19,1998-04-20,33.3,8.3,0.0,1.4,21.1,1426.0,Children,0.1,A,4,Monday,True
20,1998-04-21,35.0,12.2,0.0,1.9,23.9,1756.0,Miscellaneous,0.1,A,4,Tuesday,True
21,1998-04-22,27.8,10.0,0.0,2.7,18.9,,,25.10436152954805,,4,Wednesday,False
22,1998-04-23,20.6,11.7,0.0,3.2,16.1,,Miscellaneous,0.1,A,4,Thursday,True
23,1998-04-24,21.7,10.0,0.0,2.4,16.1,,Miscellaneous,0.1,A,4,Friday,True
24,1998-04-25,22.2,10.6,0.0,2.0,16.7,,Miscellaneous,0.2,A,4,Saturday,True
25,1998-04-26,26.7,6.7,0.0,2.7,16.7,1610.0,Children,0.1,A,4,Sunday,True
26,1998-07-19,33.3,18.9,0.0,2.7,26.1,,Miscellaneous,0.5,B,7,Sunday,True
27,1998-07-20,32.8,17.8,0.0,2.1,25.6,1250.0,Equipment Use,0.1,A,7,Monday,True
28,1998-07-21,33.3,17.8,0.0,2.4,25.6,,Equipment Use,0.5,B,7,Tuesday,True
29,1998-07-22,30.6,19.4,0.0,3.0,25.0,,Equipment Use,0.1,A,7,Wednesday,True
30,1998-07-23,30.6,17.2,0.0,2.8,23.9,,Children,0.1,A,7,Thursday,True
31,1998-07-24,31.1,17.2,0.0,2.2,24.4,1224.0,Smoking,0.2,A,7,Friday,True
32,1998-07-25,35.0,16.1,0.0,1.8,25.6,1227.0,Equipment Use,0.1,A,7,Saturday,True
33,1998-07-26,40.0,17.2,0.0,1.6,28.9,1635.0,Children,0.1,A,7,Sunday,True
34,1998-07-27,40.0,18.3,0.0,2.0,29.4,,Smoking,0.1,A,7,Monday,True
35,1998-07-28,40.0,20.0,0.0,2.5,30.0,2238.0,Equipment Use,0.1,A,7,Tuesday,True
36,1998-07-29,33.3,18.3,0.0,2.5,26.1,,Smoking,4.0,B,7,Wednesday,True
37,1998-07-30,31.1,16.7,0.0,2.8,23.9,,Children,1.0,B,7,Thursday,True
38,1998-07-31,32.8,14.4,0.0,1.8,23.9,1008.0,Miscellaneous,0.1,A,7,Friday,True
39,1998-08-01,36.7,14.4,0.0,1.7,25.6,753.0,Campfire,0.1,A,8,Saturday,True
40,1998-08-02,39.4,15.6,0.0,2.1,27.8,,Equipment Use,0.1,A,8,Sunday,True
41,1998-08-05,37.2,18.3,0.0,2.6,27.8,,Miscellaneous,0.1,A,8,Wednesday,True
42,1998-08-06,34.4,17.2,0.0,2.5,26.1,,Miscellaneous,0.1,A,8,Thursday,True
43,1998-08-07,36.1,18.3,0.0,2.5,27.2,,Miscellaneous,0.1,A,8,Friday,True
44,1998-08-08,40.0,16.7,0.0,2.1,28.3,1754.0,Lightning,0.1,A,8,Saturday,True
45,1998-08-10,35.0,22.8,0.0,2.2,28.9,626.0,Lightning,0.1,A,8,Monday,True
46,1998-08-11,36.7,20.6,0.0,2.4,28.9,,Miscellaneous,1.0,B,8,Tuesday,True
47,1998-08-12,38.3,21.1,0.0,2.2,30.0,,Miscellaneous,0.1,A,8,Wednesday,True
48,1998-08-13,37.8,20.6,0.0,2.2,29.4,,Miscellaneous,1.0,B,8,Thursday,True
49,1998-08-14,39.4,20.0,0.0,2.7,30.0,1813.0,Miscellaneous,0.1,A,8,Friday,True
50,1998-08-15,33.9,19.4,0.0,2.8,26.7,1431.0,Equipment Use,0.1,A,8,Saturday,True
51,1998-08-16,32.8,18.9,0.0,2.5,26.1,,Campfire,8.0,B,8,Sunday,True
52,1998-08-17,30.0,17.8,0.0,2.5,23.9,,Equipment Use,0.5,B,8,Monday,True
53,1998-08-18,31.7,15.0,0.0,1.9,23.3,,Equipment Use,0.5,B,8,Tuesday,True
54,1998-08-19,32.2,13.3,0.0,2.0,22.8,,Miscellaneous,2.0,B,8,Wednesday,True
55,1998-08-20,33.9,13.9,0.0,1.8,23.9,,Children,0.5,B,8,Thursday,True
56,1998-08-21,37.8,15.0,0.0,1.7,26.7,,Equipment Use,1.0,B,8,Friday,True
57,1998-08-22,40.6,16.1,0.0,1.9,28.3,,Miscellaneous,0.1,A,8,Saturday,True
58,1998-08-23,41.1,19.4,0.0,2.2,30.6,1823.0,Smoking,0.1,A,8,Sunday,True
59,1998-08-24,35.6,18.3,0.0,2.1,27.2,,Equipment Use,0.1,A,8,Monday,True
60,1998-08-25,34.4,17.8,0.0,2.5,26.1,,Miscellaneous,0.2,A,8,Tuesday,True
61,1998-08-26,33.9,17.2,0.0,2.3,25.6,,Equipment Use,0.5,B,8,Wednesday,True
62,1998-08-27,36.7,16.7,0.0,1.8,26.7,1515.0,Equipment Use,2.0,B,8,Thursday,True
63,1998-08-28,39.4,16.7,0.0,1.7,28.3,1656.0,Children,0.1,A,8,Friday,True
64,1998-08-29,42.8,21.7,0.0,2.0,32.2,1036.0,Arson,0.5,B,8,Saturday,True
65,1998-08-30,42.2,22.8,0.0,2.0,32.8,,Lightning,2.0,B,8,Sunday,True
66,1998-08-31,41.1,23.3,1.0,3.4,32.2,,Equipment Use,0.1,A,8,Monday,True
67,1998-09-01,40.6,21.7,0.0,3.4,31.1,,Equipment Use,0.5,B,9,Tuesday,True
68,1998-09-02,41.1,21.1,0.0,1.4,31.1,1520.0,Lightning,1.0,B,9,Wednesday,True
69,1998-09-03,39.4,23.3,0.0,2.0,31.7,,Arson,0.1,A,9,Thursday,True
70,1998-09-04,27.8,22.2,0.0,3.5,25.0,,Miscellaneous,0.1,A,9,Friday,True
71,1998-09-05,26.7,20.6,0.0,1.7,23.9,,Miscellaneous,1.0,B,9,Saturday,True
72,1998-09-06,31.7,20.0,0.0,2.3,26.1,,,25.10436152954805,,9,Sunday,False
73,1998-09-07,32.8,18.3,0.0,2.4,25.6,,Miscellaneous,0.3,B,9,Monday,True
74,1998-09-08,32.2,17.2,0.0,2.4,25.0,2200.0,Fireworks,0.1,A,9,Tuesday,True
75,1998-09-09,30.0,16.7,0.0,2.2,23.3,1010.0,Equipment Use,10.0,C,9,Wednesday,True
76,1998-09-10,31.1,16.7,0.0,2.1,23.9,1400.0,Equipment Use,5.0,B,9,Thursday,True
77,1998-09-11,31.1,13.9,0.0,1.8,22.8,,Miscellaneous,0.1,A,9,Friday,True
78,1998-09-12,31.7,12.2,0.0,1.5,22.2,,Children,0.5,B,9,Saturday,True
79,1998-09-13,31.7,13.9,0.0,2.1,22.8,1921.0,Miscellaneous,0.1,A,9,Sunday,True
80,1998-09-14,31.7,13.3,0.0,1.9,22.8,,Miscellaneous,0.1,A,9,Monday,True
81,1998-09-15,31.7,15.0,0.0,2.1,23.3,928.0,Miscellaneous,0.1,A,9,Tuesday,True
82,1998-09-16,32.2,13.9,0.0,1.6,23.3,1345.0,Smoking,0.1,A,9,Wednesday,True
83,1998-09-17,32.8,13.3,0.0,1.8,23.3,2054.0,Equipment Use,0.1,A,9,Thursday,True
84,1998-09-18,32.2,11.7,0.0,1.7,22.2,1151.0,Miscellaneous,0.1,A,9,Friday,True
85,1998-09-19,29.4,11.7,0.0,2.1,20.6,,Smoking,0.1,A,9,Saturday,True
86,1998-09-20,23.9,16.7,0.0,2.4,20.6,,Children,0.5,B,9,Sunday,True
87,1998-09-21,23.3,16.7,0.0,1.8,20.0,2323.0,Smoking,0.1,A,9,Monday,True
88,1998-09-22,25.0,17.2,0.0,2.1,21.1,,Miscellaneous,0.1,A,9,Tuesday,True
89,1998-09-23,24.4,12.2,0.0,1.7,18.3,,Equipment Use,0.1,A,9,Wednesday,True
90,1998-09-24,23.9,10.0,0.0,2.0,17.2,,Miscellaneous,0.1,A,9,Thursday,True
91,1998-09-25,23.9,13.3,0.0,1.9,18.9,,Miscellaneous,0.1,A,9,Friday,True
92,1998-09-26,22.8,11.7,0.0,1.7,17.2,,,25.10436152954805,,9,Saturday,False
93,1998-09-27,23.9,12.8,0.0,2.0,18.3,1445.0,Miscellaneous,12.0,C,9,Sunday,True
94,1998-09-28,25.6,10.0,0.0,1.9,17.8,,Children,2.0,B,9,Monday,True
95,1998-09-29,23.3,12.8,0.0,1.5,18.3,,Miscellaneous,0.1,A,9,Tuesday,True
96,1998-09-30,25.0,11.7,0.0,1.4,18.3,1139.0,Equipment Use,3.0,B,9,Wednesday,True
97,1998-10-01,26.1,12.2,0.0,1.7,19.4,,Miscellaneous,0.2,A,10,Thursday,True
98,1998-10-02,21.1,13.9,0.0,1.6,17.8,244.0,Miscellaneous,0.1,A,10,Friday,True
99,1998-10-03,24.4,15.0,0.0,2.0,20.0,,Miscellaneous,0.1,A,10,Saturday,True
100,1998-10-04,25.6,11.7,0.0,1.4,18.9,,Campfire,0.1,A,10,Sunday,True
101,1998-10-05,30.0,10.0,0.0,6.0,20.0,,Equipment Use,2160.0,F,10,Monday,True
102,1998-10-06,33.3,9.4,0.0,2.1,21.7,2108.0,Equipment Use,0.1,A,10,Tuesday,True
103,1998-10-07,31.1,8.3,0.0,1.6,20.0,,Arson,0.1,A,10,Wednesday,True
104,1998-10-08,29.4,8.9,0.0,1.7,19.4,1358.0,Miscellaneous,2.5,B,10,Thursday,True
105,1998-10-09,29.4,8.3,0.0,1.4,18.9,,Equipment Use,0.1,A,10,Friday,True
106,1998-10-10,26.7,8.3,0.0,1.3,17.8,2300.0,Campfire,0.1,A,10,Saturday,True
107,1998-10-11,28.9,9.4,0.0,1.8,19.4,,Miscellaneous,0.1,A,10,Sunday,True
108,1998-10-12,30.0,10.0,0.0,1.7,20.0,,Debris Burning,0.3,B,10,Monday,True
109,1998-10-13,25.6,11.1,0.0,1.2,18.3,,Miscellaneous,0.3,B,10,Tuesday,True
110,1998-10-14,21.7,10.0,0.3,1.3,16.1,,Miscellaneous,0.2,A,10,Wednesday,True
111,1998-10-15,22.2,10.6,0.0,1.8,16.7,,Smoking,0.1,A,10,Thursday,True
112,1998-10-16,26.1,9.4,0.0,3.2,17.8,,Children,0.2,A,10,Friday,True
113,1998-10-17,27.2,12.2,0.0,5.6,20.0,412.0,Miscellaneous,0.1,A,10,Saturday,True
114,1998-10-18,30.6,8.9,0.0,2.9,20.0,,Miscellaneous,0.1,A,10,Sunday,True
115,1998-10-19,31.7,7.2,0.0,1.5,19.4,,Miscellaneous,0.1,A,10,Monday,True
116,1998-10-20,32.2,7.2,0.0,1.3,20.0,1517.0,Miscellaneous,0.1,A,10,Tuesday,True
117,1998-10-21,27.8,8.3,0.0,1.4,18.3,,Equipment Use,2.0,B,10,Wednesday,True
118,1998-10-22,31.7,9.4,0.0,1.5,20.6,,Equipment Use,0.1,A,10,Thursday,True
119,1998-10-23,32.2,12.2,0.0,1.6,22.2,620.0,Campfire,0.3,B,10,Friday,True
120,1998-10-24,28.3,11.7,0.0,2.1,20.0,,Miscellaneous,0.1,A,10,Saturday,True
121,1998-10-25,22.2,10.6,0.0,1.9,16.7,1718.0,Lightning,0.1,A,10,Sunday,True
122,1998-10-26,20.6,7.2,0.0,1.1,13.9,,,25.10436152954805,,10,Monday,False
123,1998-10-27,22.8,10.0,0.0,1.3,16.7,,Miscellaneous,0.1,A,10,Tuesday,True
124,1998-10-28,25.6,8.9,0.0,1.3,17.2,1319.0,Miscellaneous,0.1,A,10,Wednesday,True
125,1998-10-29,21.1,10.0,0.0,2.3,15.6,1328.0,Smoking,0.2,A,10,Thursday,True
126,1998-10-30,22.2,10.0,0.0,1.6,16.1,,Miscellaneous,0.1,A,10,Friday,True
127,1998-10-31,24.4,6.1,0.0,1.7,15.6,,Miscellaneous,3.0,B,10,Saturday,True
128,1998-11-01,24.4,6.7,0.0,1.6,15.6,414.0,Equipment Use,0.1,A,11,Sunday,True
129,1998-11-02,22.2,6.7,0.0,1.3,14.4,,Campfire,0.1,A,11,Monday,True
130,1998-11-03,26.7,6.7,0.0,1.2,16.7,1103.0,Equipment Use,0.1,A,11,Tuesday,True
131,1998-11-04,27.8,5.6,0.0,1.1,16.7,,,25.10436152954805,,11,Wednesday,False
132,1998-11-05,21.1,5.6,0.0,1.7,13.3,,Miscellaneous,0.2,A,11,Thursday,True
133,1998-11-06,20.6,7.2,0.0,1.6,13.9,,,25.10436152954805,,11,Friday,False
134,1998-11-07,20.0,6.1,0.0,1.3,13.3,1344.0,Miscellaneous,0.4,B,11,Saturday,True
135,1998-11-08,16.1,10.6,4.8,1.7,13.3,,,25.10436152954805,,11,Sunday,False
136,1998-11-09,18.9,6.1,0.0,1.5,12.8,,Miscellaneous,0.1,A,11,Monday,True
137,1998-11-10,20.6,4.4,0.0,1.6,12.8,,,25.10436152954805,,11,Tuesday,False
138,1998-11-11,15.0,7.8,3.0,1.7,11.7,,,25.10436152954805,,11,Wednesday,False
139,1998-11-12,22.2,9.4,0.0,5.7,16.1,,Equipment Use,1.0,B,11,Thursday,True
140,1998-11-13,25.0,4.4,0.0,1.1,15.0,1651.0,Miscellaneous,0.5,B,11,Friday,True
141,1998-11-14,26.1,4.4,0.0,1.1,15.6,,Miscellaneous,1.0,B,11,Saturday,True
142,1998-11-15,24.4,3.9,0.0,0.8,14.4,,Equipment Use,2.0,B,11,Sunday,True
143,1998-11-16,23.9,3.9,0.0,1.1,13.9,,Miscellaneous,0.1,A,11,Monday,True
144,1998-11-17,18.3,10.0,0.0,1.5,14.4,,Smoking,0.1,A,11,Tuesday,True
145,1998-11-18,19.4,5.0,0.0,0.9,12.2,,Children,0.1,A,11,Wednesday,True
146,1998-11-19,23.9,5.6,0.0,5.9,15.0,,Equipment Use,2.0,B,11,Thursday,True
147,1998-11-20,25.6,5.6,0.0,2.8,15.6,1706.0,Smoking,0.1,A,11,Friday,True
148,1998-11-21,25.6,2.2,0.0,1.3,13.9,,Smoking,0.1,A,11,Saturday,True
149,1998-11-22,23.9,3.3,0.0,0.7,13.9,1400.0,Campfire,0.1,A,11,Sunday,True
150,1998-11-23,22.8,5.0,0.0,1.3,13.9,,Arson,0.1,A,11,Monday,True
151,1998-11-24,21.1,4.4,0.0,1.0,12.8,,Arson,0.1,A,11,Tuesday,True
152,1998-11-25,23.9,5.0,0.0,1.0,14.4,,Miscellaneous,0.1,A,11,Wednesday,True
153,1998-11-26,27.2,4.4,0.0,0.8,16.1,,Miscellaneous,25.0,C,11,Thursday,True
154,1998-11-27,18.9,4.4,0.0,1.3,11.7,2302.0,Campfire,0.1,A,11,Friday,True
155,1998-11-28,15.0,10.6,5.1,2.0,12.8,,,25.10436152954805,,11,Saturday,False
156,1998-11-29,16.7,7.2,0.0,0.8,12.2,,,25.10436152954805,,11,Sunday,False
157,1998-11-30,20.6,5.6,0.0,1.5,13.3,,,25.10436152954805,,11,Monday,False
158,1998-12-01,16.7,5.6,0.8,1.7,11.1,,,25.10436152954805,,12,Tuesday,False
159,1998-12-02,16.7,8.3,0.0,1.2,12.8,908.0,Equipment Use,0.1,A,12,Wednesday,True
160,1998-12-03,15.6,11.7,1.5,1.2,13.9,,,25.10436152954805,,12,Thursday,False
161,1998-12-04,15.0,4.4,0.5,1.6,10.0,,Miscellaneous,1.0,B,12,Friday,True
162,1998-12-05,15.0,1.7,1.5,1.9,8.3,,Campfire,0.3,B,12,Saturday,True
163,1998-12-06,13.3,2.8,6.1,2.6,8.3,,Equipment Use,0.5,B,12,Sunday,True
164,1998-12-07,15.6,2.8,0.0,5.7,9.4,2110.0,Miscellaneous,0.1,A,12,Monday,True
165,1998-12-08,17.2,-0.6,0.0,0.8,8.3,,,25.10436152954805,,12,Tuesday,False
166,1998-12-09,16.7,8.9,0.0,10.7,12.8,,Equipment Use,1.0,B,12,Wednesday,True
167,1998-12-10,20.0,5.6,0.0,8.1,12.8,122.0,Miscellaneous,0.5,B,12,Thursday,True
168,1998-12-11,21.1,1.1,0.0,1.7,11.1,,Equipment Use,0.1,A,12,Friday,True
169,1998-12-12,27.2,1.1,0.0,2.8,14.4,,Campfire,0.1,A,12,Saturday,True
170,1998-12-13,27.2,4.4,0.0,1.1,16.1,,Miscellaneous,0.4,B,12,Sunday,True
171,1998-12-14,17.2,1.7,0.0,1.8,9.4,1431.0,Arson,45.0,C,12,Monday,True
172,1998-12-15,26.7,2.8,0.0,6.3,15.0,,Smoking,0.1,A,12,Tuesday,True
173,1998-12-16,27.8,20.6,0.0,8.9,24.4,,Children,2.0,B,12,Wednesday,True
174,1998-12-17,29.4,7.2,0.0,2.5,18.3,953.0,Miscellaneous,0.1,A,12,Thursday,True
175,1998-12-18,15.6,4.4,0.0,1.3,10.0,,,25.10436152954805,,12,Friday,False
176,1998-12-19,14.4,8.9,1.3,1.0,11.7,,,25.10436152954805,,12,Saturday,False
177,1998-12-20,13.9,3.9,0.3,2.9,8.9,,Equipment Use,5.0,B,12,Sunday,True
178,1998-12-21,12.8,2.2,0.0,6.2,7.8,,,25.10436152954805,,12,Monday,False
179,1998-12-22,13.3,-3.3,0.0,2.7,5.0,,Arson,2.0,B,12,Tuesday,True
180,1998-12-23,15.0,1.1,0.0,6.3,8.3,,Children,2.0,B,12,Wednesday,True
181,1998-12-24,18.9,-3.9,0.0,1.7,7.8,1130.0,Miscellaneous,0.2,A,12,Thursday,True
182,1998-12-25,25.0,-2.2,0.0,1.4,11.7,1423.0,Equipment Use,0.2,A,12,Friday,True
183,1998-12-26,21.7,1.1,0.0,0.5,11.7,1647.0,Miscellaneous,0.1,A,12,Saturday,True
184,1998-12-27,26.1,0.6,0.0,1.7,13.3,,Arson,0.1,A,12,Sunday,True
185,1998-12-28,25.0,1.1,0.0,1.2,13.3,,Equipment Use,0.1,A,12,Monday,True
186,1998-12-29,26.1,2.8,0.0,1.1,14.4,2021.0,Equipment Use,0.1,A,12,Tuesday,True
187,1998-12-30,26.1,3.9,0.0,1.2,15.0,,Miscellaneous,0.1,A,12,Wednesday,True
188,1998-12-31,17.8,3.9,0.0,1.7,11.1,,Campfire,0.1,A,12,Thursday,True
189,1999-01-01,26.1,1.7,0.0,3.0,13.9,642.0,Equipment Use,0.1,A,1,Friday,True
190,1999-01-02,26.7,5.0,0.0,4.2,16.1,1018.0,Children,0.8,B,1,Saturday,True
191,1999-01-03,23.3,8.3,0.0,6.3,16.1,,Equipment Use,0.4,B,1,Sunday,True
192,1999-01-04,26.1,5.0,0.0,3.0,15.6,1916.0,Miscellaneous,0.1,A,1,Monday,True
193,1999-01-05,27.8,1.7,0.0,1.3,15.0,,Debris Burning,0.1,A,1,Tuesday,True
194,1999-01-06,26.1,3.9,0.0,1.4,15.0,,Equipment Use,0.1,A,1,Wednesday,True
195,1999-01-07,20.0,1.7,0.0,1.2,11.1,,,25.10436152954805,,1,Thursday,False
196,1999-01-08,22.2,5.6,0.0,5.2,13.9,,Miscellaneous,0.1,A,1,Friday,True
197,1999-01-09,26.7,8.9,0.0,3.6,17.8,,Miscellaneous,0.3,B,1,Saturday,True
198,1999-01-10,27.2,6.1,0.0,2.9,16.7,802.0,Miscellaneous,0.1,A,1,Sunday,True
199,1999-01-11,22.8,6.1,0.0,1.5,14.4,1002.0,Equipment Use,0.1,A,1,Monday,True
200,1999-01-12,17.8,1.1,0.0,1.2,9.4,,Campfire,0.1,A,1,Tuesday,True
201,1999-01-13,20.0,2.2,0.0,1.4,11.1,1600.0,Children,2.0,B,1,Wednesday,True
202,1999-01-14,27.2,4.4,0.0,3.2,16.1,,Equipment Use,2.0,B,1,Thursday,True
203,1999-01-15,23.9,3.9,0.0,1.5,13.9,,Smoking,0.1,A,1,Friday,True
204,1999-01-16,18.9,4.4,0.0,1.5,11.7,,Miscellaneous,0.1,A,1,Saturday,True
205,1999-01-17,17.8,6.7,0.0,1.0,12.2,2048.0,Miscellaneous,0.1,A,1,Sunday,True
206,1999-01-18,18.3,4.4,0.0,1.2,11.7,,,25.10436152954805,,1,Monday,False
207,1999-01-19,14.4,11.1,0.0,1.1,12.8,,Equipment Use,0.3,B,1,Tuesday,True
208,1999-01-20,15.6,11.1,3.8,1.7,13.3,,,25.10436152954805,,1,Wednesday,False
209,1999-01-21,17.8,5.0,0.3,2.2,11.7,,Equipment Use,23.0,C,1,Thursday,True
210,1999-01-22,21.7,3.3,0.0,0.9,12.8,,,25.10436152954805,,1,Friday,False
211,1999-01-23,21.1,2.2,0.0,1.2,11.7,,,25.10436152954805,,1,Saturday,False
212,1999-01-24,17.2,9.4,0.0,1.1,13.3,,Equipment Use,5.0,B,1,Sunday,True
213,1999-01-25,11.7,5.0,9.4,2.2,8.3,,Miscellaneous,0.1,A,1,Monday,True
214,1999-01-26,10.6,5.6,14.7,2.1,8.3,,,25.10436152954805,,1,Tuesday,False
215,1999-01-27,15.6,3.9,0.8,4.5,10.0,,,25.10436152954805,,1,Wednesday,False
216,1999-01-28,18.9,7.8,0.0,6.6,13.3,,Equipment Use,0.1,A,1,Thursday,True
217,1999-01-29,21.7,1.7,0.0,1.1,11.7,,Debris Burning,0.3,B,1,Friday,True
218,1999-01-30,21.1,3.3,0.0,1.8,12.2,,Children,0.2,A,1,Saturday,True
219,1999-01-31,14.4,5.0,3.3,2.1,10.0,1818.0,Miscellaneous,0.1,A,1,Sunday,True
220,1999-02-01,20.6,1.7,0.0,3.0,11.1,,,25.10436152954805,,2,Monday,False
221,1999-02-02,22.8,5.0,0.0,4.8,13.9,1807.0,Miscellaneous,0.5,B,2,Tuesday,True
222,1999-02-03,23.9,1.1,0.0,1.2,12.8,,Miscellaneous,0.1,A,2,Wednesday,True
223,1999-02-04,12.2,7.8,4.3,1.7,10.0,58.0,Miscellaneous,0.1,A,2,Thursday,True
224,1999-02-05,14.4,7.8,1.5,1.7,11.1,,,25.10436152954805,,2,Friday,False
225,1999-02-06,16.1,6.7,0.0,1.7,11.7,,,25.10436152954805,,2,Saturday,False
226,1999-02-07,16.1,5.0,0.0,1.9,10.6,,,25.10436152954805,,2,Sunday,False
227,1999-02-08,16.1,11.1,0.0,0.9,13.9,,,25.10436152954805,,2,Monday,False
228,1999-02-09,15.0,7.2,4.6,2.1,11.1,,,25.10436152954805,,2,Tuesday,False
229,1999-02-10,13.9,0.6,0.0,3.4,7.2,,Miscellaneous,0.1,A,2,Wednesday,True
230,1999-02-11,16.1,7.2,0.0,7.6,11.7,,Miscellaneous,0.1,A,2,Thursday,True
231,1999-02-12,22.8,5.6,0.0,6.8,14.4,,Miscellaneous,0.3,B,2,Friday,True
232,1999-02-13,24.4,1.1,0.0,1.6,12.8,,,25.10436152954805,,2,Saturday,False
233,1999-02-14,19.4,2.2,0.0,2.2,11.1,,Miscellaneous,0.1,A,2,Sunday,True
234,1999-02-15,17.2,5.6,0.0,1.7,11.7,1350.0,Debris Burning,200.0,D,2,Monday,True
235,1999-02-16,17.2,5.0,0.0,1.5,11.1,,Arson,0.1,A,2,Tuesday,True
236,1999-02-17,19.4,5.6,0.0,1.1,12.8,,Miscellaneous,0.1,A,2,Wednesday,True
237,1999-02-18,16.7,7.2,0.0,1.6,12.2,2030.0,Miscellaneous,0.1,A,2,Thursday,True
238,1999-02-19,17.8,7.8,0.0,1.2,12.8,,Miscellaneous,0.1,A,2,Friday,True
239,1999-02-20,26.1,3.9,0.0,2.3,15.0,,Children,0.1,A,2,Saturday,True
240,1999-02-21,18.3,5.6,0.0,1.3,12.2,,Smoking,0.1,A,2,Sunday,True
241,1999-02-22,23.9,5.6,0.0,5.6,15.0,,Equipment Use,0.1,A,2,Monday,True
242,1999-02-23,27.2,2.8,0.0,1.5,15.0,,,25.10436152954805,,2,Tuesday,False
243,1999-02-24,26.7,3.3,0.0,1.4,15.0,,Miscellaneous,0.1,A,2,Wednesday,True
244,1999-02-25,19.4,4.4,0.0,1.7,12.2,,Campfire,15.0,C,2,Thursday,True
245,1999-02-26,18.9,7.8,0.0,1.5,13.3,1050.0,Miscellaneous,0.1,A,2,Friday,True
246,1999-02-27,23.9,5.0,0.0,1.1,14.4,,,25.10436152954805,,2,Saturday,False
247,1999-02-28,27.2,5.0,0.0,1.5,16.1,,,25.10436152954805,,2,Sunday,False
248,1999-03-01,26.1,6.1,0.0,1.4,16.1,1313.0,Arson,0.2,A,3,Monday,True
249,1999-03-02,27.2,7.2,0.0,1.7,17.2,1232.0,Miscellaneous,1.0,B,3,Tuesday,True
250,1999-03-03,20.6,5.6,0.0,2.1,13.3,1810.0,Smoking,0.1,A,3,Wednesday,True
251,1999-03-04,16.7,10.6,0.0,3.0,13.9,,,25.10436152954805,,3,Thursday,False
252,1999-03-05,18.3,6.7,0.0,1.9,12.8,,Smoking,0.1,A,3,Friday,True
253,1999-03-06,15.6,8.9,0.3,2.3,12.2,1014.0,Miscellaneous,0.1,A,3,Saturday,True
254,1999-03-07,13.9,5.0,0.0,2.1,9.4,,,25.10436152954805,,3,Sunday,False
255,1999-03-08,17.2,3.3,0.0,1.8,10.6,,,25.10436152954805,,3,Monday,False
256,1999-03-09,15.6,5.0,0.0,2.0,10.6,934.0,Equipment Use,0.1,A,3,Tuesday,True
257,1999-03-10,15.0,2.8,0.0,1.8,8.9,,Smoking,0.1,A,3,Wednesday,True
258,1999-03-11,12.8,5.0,0.5,1.6,8.9,,,25.10436152954805,,3,Thursday,False
259,1999-03-12,22.8,0.0,0.0,2.1,11.7,,Equipment Use,1.0,B,3,Friday,True
260,1999-03-13,24.4,1.7,0.0,1.9,13.3,,Children,0.1,A,3,Saturday,True
261,1999-03-14,21.1,5.6,0.0,2.6,13.3,,Campfire,0.2,A,3,Sunday,True
262,1999-03-15,13.3,3.9,0.3,3.4,8.9,,,25.10436152954805,,3,Monday,False
263,1999-03-16,13.9,1.1,0.0,1.6,7.8,1518.0,Arson,0.3,B,3,Tuesday,True
264,1999-03-17,17.2,2.2,0.0,1.3,10.0,203.0,Miscellaneous,0.1,A,3,Wednesday,True
265,1999-03-18,20.6,5.0,0.0,1.7,12.8,2142.0,Equipment Use,0.5,B,3,Thursday,True
